day,aave,compound,morpho_blue,venus_finance,maple,fluid,euler,benqi,iron_bank,reserve_lending,spark,lodestar_finance,radiant_capital,banker_joe,blizz_protocol,moonwell,uwulend,strike,percent_finance,lista_dao,seamless_protocol,hyperlend,kinza_finance,apple_lending,hundred_finance,annex_finance,cream_finance,centrifuge,ola_finance,atlantis_loans,hypurrfi,sturdy,nereus_finance,granary_finance,easy_finance,fortress_protocol,tender_finance,hopelend,neku,zerolend,extra_finance,goldbank_finance,sake_finance,channels_finance,paribus,portler,native_lend,aquarius_loan,filda,mahalend,avalon_finance,total
2023-12-01,45801157555.798096,22202628494.456875,0,7811543318.349892,848568615.209239,0,0,537733786.353714,586292739.475704,15701094.731804,10588329.677078,2644466217.600082,2298268742.258502,55311784.841548,102921619.275556,169652433.651887,1434713649.383918,409512254.603792,183906409.666883,0,3558857.374547,0,219915964.787071,126109961.088697,82140473.216305,5972542.761727,8608430.346303,62688017.085713,13681003.589304,1702810.886531,0,8818042.966717,2035021.427531,21680614.406967,11965818.064984,4901379.149133,23335440.053072,16825263.759260,5705095.764138,0,0,5102434.367572,0,479908.375326,1606466.034910,0,0,0,205.813420,0,0,85739800796.653824
2024-01-01,52585168965.564346,21971101572.023472,101089520.840001,8759837813.476774,921251074.208207,0,0,607276732.135225,613487045.840306,22153109.396221,15651670.773180,2590054760.617267,1654919268.157270,55765739.908977,102921619.275556,190259145.959336,1258226911.820135,442214797.266865,183906409.666883,0,23586861.935860,0,843250975.682140,126109961.088697,82206502.528315,6092078.601024,6548690.740009,62889495.368192,12718523.425102,1696466.742224,0,6173749.875840,1938923.799453,21736670.177375,12302881.067200,4900912.236281,22372114.931146,16825263.759260,5705095.764138,0,0,5102434.367572,0,531759.154056,1609156.940860,0,0,45086.864597,205.813420,0,0,93339629967.792786
2024-02-01,52615186246.666214,20727001269.349628,457764966.752216,8863549796.522650,806375981.887676,108222854.494861,0,590913398.907385,575535290.160037,26323783.664359,20167211.466830,2438248785.421458,1935527536.220964,53481275.398405,96281514.806166,191476060.379750,662689188.259827,406881399.232475,172041480.010955,0,13190966.464229,0,923444664.169851,117973834.566845,77079084.212215,5684584.413982,5797170.861706,59373987.660621,11763094.330307,1587018.740777,0,3670791.149065,1641348.969685,28325556.206780,11732446.450562,4584164.905387,4323121.543163,15739762.871566,5337025.069678,0,0,4773245.053535,0,875612.997393,1507479.847724,0,0,328186.802176,192.535135,0,0,92046401379.424210
2024-03-01,77189251967.319504,23685191006.376823,1185745603.638149,11053735221.006344,956399894.596733,1142914396.840028,0,733050170.035574,647505357.482558,35808335.655429,53422308.712545,2530665976.634807,1663731988.003224,59374080.168652,102921619.275556,349960763.222132,548619231.727551,445210917.058451,183906409.666883,0,51493401.156953,0,803707633.915028,126109961.088697,82394919.119928,5920743.609725,5883321.833126,63468745.430319,12915244.637514,1696472.422172,0,2462992.463710,1337111.966367,25650822.697838,12541580.688532,4901381.677058,5659021.032005,16825263.759260,5705095.764138,1819171.174267,0,5102434.367572,0,1283631.114952,1615329.609740,0,0,465588.572862,205.813420,0,0,123806375321.336136
2024-04-01,81983742741.943848,21706031489.460903,1703558635.761350,10081174798.457130,965722331.314121,1573471542.119842,0,711629966.056082,639856307.288169,36189174.426296,60427385.328660,2381962784.446635,1136861900.399539,53748495.851170,99601567.040861,774114307.301394,415571492.902891,368844224.226793,177973944.838919,0,374091623.978054,0,583914530.379835,122041897.827771,79737148.773065,5891402.813355,5792194.519086,3034377.027377,12259059.649822,1641747.505328,0,2382164.251209,1037638.409272,24838609.710285,12137013.569547,4744724.289343,5163210.609544,16282513.315413,5521060.416908,12222543.756991,0,4937839.710554,0,1520681.530610,1565770.259439,0,0,757680.195512,205.567859,0,0,126151998727.230759
2024-05-01,89684901355.134186,22108524621.610229,2263933344.511535,10322342446.992216,1511794840.764143,2356195035.353544,0,699773501.102445,666750416.733271,63695334.301243,69355088.169422,2462320568.613408,925667743.182356,55656039.972211,102921619.275556,1247328630.650262,390584120.457688,213637506.699741,183906409.666883,0,816516331.199694,0,625337938.885121,126109961.088697,82395092.546421,6240959.783960,5910991.419138,0,11983174.484386,1696472.422172,0,1865545.635572,1068551.675686,21835055.941730,12541580.688532,4902881.765654,4819123.561323,16825263.759260,5705095.764138,10572469.131893,0,5102434.367572,0,1571370.914964,1654624.732936,0,0,934194.554295,215.251564,0,0,137094877952.765091
2024-06-01,102689080638.362885,23026855906.981430,2924758482.586431,10361051135.627213,1869714791.266231,2957145583.007210,0,684356717.226623,659446442.745478,77459341.047337,72335162.538195,2394758851.214412,726353297.251017,55233648.306116,99601567.040861,1792091792.978978,309618529.997436,205643923.957221,177973944.838919,0,1232772044.853197,0,543564984.626483,122041897.827771,79737148.738072,6109180.938814,4992105.098343,0,11412210.850762,1641747.505328,0,1264300.268241,989100.267745,12500617.711962,12137013.569547,4744724.289343,5102034.143616,16282513.315413,5521060.416908,7797790.379572,0,4937839.787743,0,1520681.530610,1638888.897983,0,2323233.410551,965730.394896,208.307965,0,0,153163476814.104858
2024-07-01,106496702623.683136,21178094404.556789,4312135589.921087,10981015742.714632,2453560199.146337,3264696934.708235,0,1386693081.822136,698011530.764020,114674448.363784,72617126.890957,2525474326.665312,638179304.907792,57136228.351252,102921619.275556,1264229851.860950,117598503.255366,178051017.364145,183906409.666883,0,1531029217.150915,0,422402277.916190,126109961.088697,82394957.252062,6387022.736302,4575392.148195,0,11939878.111213,1696472.422172,0,1306596.912770,966797.601533,12286371.986929,12541580.688532,4902881.765654,5004626.517170,16825263.759260,5705095.764138,7791269.034411,0,5102434.538492,0,1571370.914964,1673937.668139,0,8525838.504881,878928.080017,217.855857,0,0,158297317334.336884
2024-08-01,98632665920.713837,17954499034.235455,4796457125.054437,10596907953.294052,3041507058.304781,3507718003.834845,11789.026289,1778895116.740649,715601053.873946,181189947.307929,61849758.291134,2559396878.410631,840685487.995927,42863760.142964,102921619.275556,717826298.259748,85404409.533716,125452894.551768,183906409.666883,0,1089339087.626688,0,296129005.470897,126109961.088697,82394933.320172,6537857.941169,4091443.125766,0,11708796.599879,1696472.422172,0,1307078.436027,655883.475513,7682379.312006,12541580.688532,4902881.765654,4431544.132278,16825263.759260,5705095.764138,6067771.464634,0,5102434.538492,0,1571370.914964,1640750.373663,0,4349695.190622,745896.471530,222.914238,0,0,147617297925.311462
2024-09-01,97183700840.039612,18804595294.004650,5305540665.954660,10537181472.398067,3885929479.276162,3979496963.982132,12721710.885676,1938164418.795638,710410151.132310,231967731.974501,75201064.960337,2520202503.714375,1001523092.372697,38243971.761164,99601567.040861,856958007.341809,80399291.558885,118400060.076247,177973944.838919,0,676825946.058050,0,225979041.834754,122041897.827771,79736980.816714,6418278.373187,4010269.459239,0,11157874.436252,1641747.505328,0,1264831.580319,508240.238721,8022017.875974,12137013.569547,4744724.289343,3970267.539846,16282513.315413,5521060.416908,4229328.273584,0,4937839.875960,0,1520681.530610,1575514.530864,4034243.372150,785998.453315,690679.960356,215.808501,0,0,148756249439.051392
2024-10-01,116555817586.654510,20414700116.247269,6703180932.009938,11124101812.696980,5059927137.610298,4885911341.228405,47395503.757931,2353055413.092675,745852292.099740,239699989.706985,74163268.740430,2455001240.801661,820100857.646079,40870809.483661,102921619.275556,1702381696.248631,77757137.261085,107658276.721364,183906409.666883,0,822280907.308997,0,203091663.169945,126109961.088697,82394877.182689,6632220.985626,4195027.683087,0,11629623.528544,1695498.718869,0,1306941.186918,267075.857075,7915881.561126,12541580.688532,4902881.765654,3457478.784235,16825263.759260,5705095.764138,10788305.867461,0,5102434.538492,0,1571370.914964,1621065.484971,11124127.987105,1230108.233258,653899.867738,222.668909,0,0,175037446955.546295
2024-11-01,131408546360.761139,20621340872.555786,8119289568.974393,11203495892.365444,5713692950.258452,6018394184.811772,300632571.935898,1876774894.208041,770355694.393717,231967731.974501,62403958.675491,2369465060.922209,327118418.440897,40071490.253953,99601567.040861,2616769835.911963,72132984.732261,128144460.270515,177973944.838919,0,915217893.652054,0,180522296.224324,122041897.827771,79736993.502938,6155293.185189,4217247.095835,0,10858666.070466,1638826.602279,0,1264505.434258,202336.840922,7498284.849941,12369582.629098,4744724.289343,3538166.554133,16282513.315413,5521060.416908,12119160.180199,249.759182,4937839.875960,0,1520681.530610,1641256.916002,6817586.032083,9829.445960,433449.832686,215.396292,0,0,193557463000.785980
2024-12-01,168170560876.489807,23981271587.357067,16000529359.750450,12297366253.248837,5120910449.589753,8544934877.769613,651211494.585719,2419699657.259928,830318241.670711,239699989.706985,60132230.479482,2443050567.689658,313412618.908959,40430936.335409,102921619.275556,2789436077.200808,77828589.995770,187342040.779988,183906409.666883,0,759487774.826845,0,158314145.068237,126109961.088697,82395094.558619,6461207.126366,5913414.492008,0,10187136.662920,1693460.504981,0,1306798.978941,258478.591431,8387180.243564,13022223.411603,4902881.765654,3891606.426010,16825263.759260,5705095.764138,16795102.305183,616.746508,5102434.538492,0,1571370.914964,1775586.477888,452996.470608,1174234.554589,467234.612986,222.576168,0,0,245687165400.228027
2025-01-01,172131188399.416992,25931671297.637321,28935001043.666355,12300523561.180664,5038965491.022359,10416167257.026339,1473451545.709129,2137592370.228561,832285982.833484,563083743.074671,56331241.593368,2438863596.996281,314931137.129507,40406117.133146,102921619.275556,2546814886.113668,39951250.187107,189243897.642676,183906409.666883,0,886283043.242266,0,149660548.409152,126109961.088697,82395161.681522,6465300.285365,13448786.723127,0,10463606.778892,1693460.713203,0,1310092.256680,706112.892819,6204856.251057,13022223.411603,4902881.765654,3835975.496016,16825263.759260,5705095.764138,53250487.876602,5577.777811,5102434.538492,0,1571370.914964,1831304.587657,324379.490534,698943.020269,584276.570916,222.576168,0,0,267065702215.406921
2025-02-01,141544050327.249512,23325126297.579216,39732902890.615906,10946535772.522404,4884745354.244375,9985392353.752434,1320185502.142824,1404571447.642159,791419867.652002,649316412.209056,58309888.644202,2201079472.533794,281344181.501984,35663957.472151,92961462.571470,1824299889.278703,16237897.503873,171450711.186527,166109015.182991,0,322362724.804091,0,117275069.566992,113905771.305920,74431131.915344,5839626.064201,12049400.405299,0,8779086.959648,1529577.418377,0,1185111.340007,892925.660326,2585818.930425,11762008.242738,4428409.336720,3003755.459668,15197012.427719,5152989.722447,25721239.217307,8175.839212,4608650.550896,0,1419302.761903,1718843.601595,329584.729462,6657.121188,553743.773846,201.036539,0,0,240166449519.677368
2025-03-01,140311179349.159515,22322771153.297443,53427113911.314064,11515334426.814091,6487642255.856144,10067114552.446907,1774753573.614481,1177739573.118694,875872815.403181,1236094091.124434,414376858.412933,2431726054.479020,301221322.462320,28753428.395729,102921619.275556,1639453620.195263,14122221.705446,183991339.965985,183906409.666883,0,152731930.923737,0,115540833.726918,126109961.088697,82406393.462951,6465300.285365,10706585.276738,0,9503056.124898,1693460.713203,0,1312042.811337,989465.535182,1859700.079216,13022943.491560,4902881.765654,3328152.038768,16825263.759260,5705095.764138,14628151.245161,8672546.183954,5102434.538492,0,1571370.914964,1903072.039003,380910.958710,7319.817288,613073.463901,222.576168,0,0,255082070745.293213
2025-04-01,134195134242.778763,20807415269.560249,51506140022.955414,10454146393.172100,9172686768.473938,9135502332.580490,4081101836.345522,1057397499.809338,877980144.864417,1753424433.456530,1515387924.534253,2352699546.675012,288494375.083293,25249517.980102,99601567.040861,1631432447.837389,3146553.766729,173975319.632929,177973944.838919,0,20288206.610814,0,108516243.689862,122041897.827771,79748242.783784,6256742.211644,7221596.832658,0,8910833.379205,1638832.948261,0,539915.697006,863372.645224,1159142.899487,12603352.442917,4744724.289343,3023920.778866,16282513.315413,5521060.416908,12166033.635414,19249546.686314,4937839.875960,0,1520681.530610,1841682.618390,404289.621518,5625.347335,593296.900550,215.488005,0,0,249748969951.859375
2025-05-01,180010116546.249176,23806465898.816338,60041394928.428474,8806367027.994246,13261140815.419910,11048810627.772081,7230701451.755306,1309101666.947890,965964728.032443,1845575167.279450,2080587673.540620,2430890176.245300,303982982.636906,25764579.504256,102921619.275556,2782856640.641265,2140577.064198,181613915.528673,183906409.666883,199429835.498288,5825016.082323,51610232.222938,108546941.665477,126109961.088697,82406517.543243,6465300.285365,4640697.273255,0,9378681.015097,1693460.713203,68347511.764740,174096.938080,877422.688906,1401652.266923,13023500.592554,4902881.765654,3083155.776243,16825263.759260,5705095.764138,10913673.100490,40412615.697616,5102434.538492,0,1571370.914964,1903072.611055,473608.719394,5354.728419,613073.463901,223.050021,0,0,317191746084.327942
2025-06-01,203260630179.407104,23779435800.728683,66362497038.118118,8477065254.810979,19617307791.180473,14189114224.036222,9965143002.183544,1189397673.803479,938002869.916764,3138381377.958439,795816532.924120,2352259200.346099,297787968.519561,19042162.635733,99601567.040861,2956683292.856468,1885151.578663,93417115.267987,177973944.838919,776645199.351839,3918494.498528,257070991.471708,101380324.999894,122041897.827771,79748242.783784,6328314.517538,4546378.162822,0,8744495.184263,1638832.948261,213275162.228580,168471.351544,885092.362571,1354897.494716,12603418.651431,4744724.289343,2852919.419806,16282513.315413,5521060.416908,9746079.409894,43269843.762867,4937839.875960,0,1520681.530610,1841684.732531,111228.438465,5188.821584,593296.900550,215.854859,0,0,359393219638.756287
2025-07-01,269193492103.158081,26531577710.198639,76309952252.115479,9281547926.420057,28921119868.325058,16711701688.962273,15495707609.551516,1415755884.657415,1028446026.880446,4443678264.453547,733549685.094579,2430263099.207138,307035054.080811,19426195.297749,102921619.275556,2901366847.176834,1097319.593615,54538784.535543,183906409.666883,668120827.603671,2201437.912580,713237447.248185,99249883.294622,126109961.088697,82406616.484031,7204880.779606,5458617.138429,0,8386273.687124,1693460.713203,294592287.466269,174092.223651,982667.064374,1454805.909652,13023570.663747,4902881.765654,2735632.171567,16825263.759260,5705095.764138,9815125.973000,50259729.036298,5102434.538492,21471436.097224,1571370.914964,1903144.246190,28059.741311,5387.032287,613073.463901,223.050021,0,0,458212320035.483521
2025-08-01,360458257348.676025,27193930792.360046,93983345587.911804,9549300152.561995,31829640177.899757,20271875632.714211,16104491729.806787,1498584632.745742,1058232735.267509,5991549979.139175,2562426366.573045,2430338700.540275,310983413.982515,19049505.575114,102921619.275556,2110878850.899679,1090508.959717,8123278.287413,183906409.666883,2313506918.999255,1056704.355161,1395601352.950676,89382161.738125,126109961.088697,82406871.117116,7204880.779606,7720192.909719,0,8311760.538443,1693478.317721,376228393.669453,174090.371994,635885.184792,1857617.166461,13023581.108232,4902881.765654,3533430.075711,16825263.759260,5705095.764138,8461043.445045,22358199.163134,5102434.538492,31167954.574427,1571370.914964,1903308.912002,26941.286663,5408.900596,613073.463901,223.050021,0,0,580196017902.752441
2025-09-01,383815477636.768311,25528660081.682953,111447068185.684616,9531758440.638552,37432925058.023552,24828448242.101688,16794449271.773642,1612213782.875692,1043083458.216735,5798274173.360492,12142518500.026295,2351566435.241548,299917541.059330,18245544.707858,99601567.040861,1783495345.952173,1064716.964102,1930825.798480,177973944.838919,1912023585.674100,973009.214963,1262909065.098261,75911919.300461,122041897.827771,79756418.303094,7276483.804439,8100955.009039,0,6134409.161847,1638849.984892,405760877.544491,168475.632344,540750.280162,1737153.065955,12603485.274426,4744724.289343,4058574.210933,16282513.315413,5521060.416908,7644300.255597,26368601.552513,4937839.875960,29741298.672320,1520681.530610,1841739.935724,38935.867791,5234.430379,593296.900550,215.854859,0,0,638709549105.040649
2025-10-01,392869885892.885620,25738033654.386768,126066704709.166718,9532237125.731302,47834546543.456245,38284548501.972206,28141385887.775181,1516606203.695869,1139416578.605455,5991549979.139175,28709049252.721802,2429322040.159104,340984628.868095,17979865.010616,102921619.275556,1710355400.071530,1071435.154319,1922303.791260,183906409.666883,1117672187.520045,996044.419616,1635153912.846891,71614287.455187,126109961.088697,82416239.847056,8775643.204511,8940616.479397,0,5969947.572524,1693478.317721,251596889.563897,174080.619969,436783.439709,1509235.844791,13023667.963644,4902881.765654,4253049.579623,16825263.759260,5705095.764138,8288467.140090,24255006.018549,5102434.538492,29859598.756061,1571370.914964,1903087.880603,29960.634827,5408.909626,613073.463901,223.050021,0,0,714041825929.893066
2025-11-01,347631550395.780579,20956042461.147602,113218181913.820999,6957900899.053590,49029020206.434731,31224586979.677513,22225169845.488823,1468674389.856014,1111193379.222969,9002403070.420368,17073237169.603495,2350738516.639031,428334559.358203,16294413.426440,99601567.040861,1064783960.723369,970856.534637,2095540.276176,177973944.838919,708240189.407852,951204.606467,1155059830.233016,64916759.174190,122132867.181750,79757651.464892,8492557.939849,5014628.602733,0,3869533.273943,1638849.984892,217188551.329760,168444.208516,363937.327153,1179508.173464,12603579.349163,4744724.289343,4090280.691500,16282513.315413,13915007.240377,8937722.240376,15610873.333471,4937839.875960,21468313.742153,1520681.530610,1841697.948971,15455.328849,5234.428670,593296.900550,215.854859,0,0,626514296018.322876
2025-12-01,355196113947.691345,20261078107.725780,134445632996.027481,7328563190.391167,51571896642.077507,29363939692.520649,18939330789.079571,1332898821.035995,1195728247.056702,17027993957.900925,11161011074.989586,2428944213.891940,414167074.958888,16326285.515501,102921619.275556,868931075.047297,707615.442196,2294818.270620,183906409.666883,853054467.221465,979041.651749,752261483.497030,62650316.339203,126222763.087630,82416239.847056,8775643.204511,6975568.252291,0,1714170.523949,1693478.317721,146003479.818398,174059.015467,757846.340622,1173177.642107,13023730.482880,4902881.765654,4752506.110042,16825263.759260,20161337.515668,10589560.515580,14555368.300135,5102434.538492,9934176.175593,1571370.914964,1903088.780267,8803.589808,5408.909626,613073.463901,223.050021,0,0,653991187541.196411
2026-01-01,371482061921.043579,20379653404.372204,161322583177.204590,8965097060.746201,51983198902.940285,27617265059.472694,18715100223.859032,1318917581.825106,1275314635.584424,17027993957.900925,10456779164.090790,2428910546.249421,390860635.739807,16020654.308972,102921619.275556,858933757.547725,719654.391649,2337410.006816,183906409.666883,973085666.808623,979665.694092,382453233.531937,60280216.494028,126222763.087630,82416627.186806,8775643.204511,15924263.529969,0,727819.755097,1693478.317721,83812984.247875,174059.015467,963918.044238,1164796.150040,13023756.767319,4902881.765654,5254224.699863,16825263.759260,20161337.515668,12162971.321674,12737414.590729,5102434.538492,8609485.345634,1571370.914964,1903088.844733,8421.320564,5408.909626,613073.463901,223.050021,0,0,696370132268.102417
2026-02-01,268997846315.221985,13030232825.860222,139059749640.691467,5850316696.805391,49218493103.415398,17506439398.370811,18554346079.416817,792398311.760063,1257648725.916316,15380123574.878256,7142429832.720294,2193527125.958714,288717202.184083,13266206.216549,92961462.571470,452184897.095593,588221.696585,2111209.038414,166109015.182991,548567638.388952,771074.102962,292014594.734695,42339293.478926,114007656.982376,74440853.667677,11429671.743777,57058134.381772,0,561149.710457,1529593.319232,75282452.666588,161855.406943,868166.057762,833956.963140,11763426.593898,4428409.336720,5114581.332574,15197012.427719,31190109.876353,12252204.700607,6417288.080508,4608650.550896,2805939.889969,1419302.761903,1718918.956533,7206.229857,4885.508743,553743.773846,201.464535,0,0,541316837818.091248
2026-03-01,183681370274.672211,9308148071.674707,115907633253.366669,3939812102.088915,38436856263.803421,10336392183.461037,14249054705.101349,566090560.494088,1000005484.925191,11545718469.497585,5135997709.834485,1645014796.540988,211800682.907622,9923091.714886,69721096.928603,282441068.152953,442312.277982,1583406.778811,124581761.387243,365117742.588501,540591.158596,188724425.444215,29949201.440367,85505742.736782,55830788.359642,10272377.087204,145366206.361558,0,412202.864792,1147203.894618,56978699.848841,166639.475406,652823.124883,588278.535705,8822592.650491,3321307.002540,3878861.785342,11397759.320789,29691636.742669,9911621.247191,3155575.639045,3456487.913172,3096524.724982,1064477.071427,1289189.217400,8490.543131,3664.171029,415307.830385,151.098401,0,0,397473353865.487732
